species	genus	model	trait_category	marine_binary	binary_aquatic_endpoint	aquaticity_score	held_out_genus	corrected_globalFDR_OOF_prediction	nested_ttest_OOF_prediction	prediction_delta	nested_OOF_available	exclusion_reason	fold_n_candidate_features_FDR	fold_n_features_after_preprocessing	fold_n_selected_predictors	fold_model_status	panel	plot_color	source_file
Ctenomys_sociabilis	Ctenomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ctenomys	0.0902212210449324	0.146929775587762	0.0567085545428295	TRUE		1224	1224	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cynomys_gunnisoni	Cynomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cynomys	0.0338865533793654	0.0475955974984176	0.0137090441190522	TRUE		1223	1223	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Damaliscus_lunatus	Damaliscus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Damaliscus	0.0104616071979655	0.0113100485421231	0.000848441344157617	TRUE		1225	1225	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dasyprocta_punctata	Dasyprocta	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Dasyprocta	0.276913146630423	0.277586258723303	0.000673112092880346	TRUE		1219	1219	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dasypus_novemcinctus	Dasypus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Dasypus	0.0684491257207531	0.11941496008694	0.0509658343661873	TRUE		1217	1217	66	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Daubentonia_madagascariensis	Daubentonia	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Daubentonia	0.0287258675340072	0.0837479451542847	0.0550220776202775	TRUE		1223	1223	65	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Delphinapterus_leucas	Delphinapterus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Delphinapterus	0.498458180929411	0.499061727264347	0.000603546334936478	TRUE		1202	1202	88	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dicerorhinus_sumatrensis_sumatrensis	Dicerorhinus	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		3	Dicerorhinus				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Diceros_bicornis	Diceros	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Diceros	0.415004534754788	0.422814114945525	0.00780958019073663	TRUE		1228	1228	67	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dinomys_branickii	Dinomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Dinomys	0.0350851455100933	0.04207617891815	0.00699103340805666	TRUE		1218	1218	67	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dipodomys_ordii	Dipodomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Dipodomys	0.0932199671350692	0.0932049578961209	-1.50092389482881e-05	TRUE		1227	1227	91	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dolichotis_patagonum	Dolichotis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Dolichotis	0.0728375961215824	0.0730732967534524	0.000235700631870048	TRUE		1215	1215	91	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Dugong_dugon	Dugong	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Dugong	0.0960371969392786	0.0699278099965394	-0.0261093869427392	TRUE		1230	1230	66	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Echinops_telfairi	Echinops	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Echinops	0.0855501742618694	0.0855480930530947	-2.08120877469298e-06	TRUE		1227	1227	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eidolon_dupreanum	Eidolon	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Eidolon	0.0079521896764806	0.00720518415354361	-0.000747005522936993	TRUE		1217	1217	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Elaphurus_davidianus	Elaphurus	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		4	Elaphurus				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Elephantulus_edwardii	Elephantulus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Elephantulus	0.0824862943693591	0.0824811660681291	-5.12830122999242e-06	TRUE		1227	1227	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Elephas_maximus	Elephas	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		2	Elephas				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Enhydra_lutris_kenyoni	Enhydra	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	13	Enhydra	0.746381866504378	0.132114577984329	-0.614267288520049	TRUE		1212	1212	89	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eptesicus_fuscus	Eptesicus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Eptesicus	0.00930866048291448	0.00931542835688221	6.76787396773279e-06	TRUE		1222	1222	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Equus_burchellii_boehmi	Equus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Equus	0.38837840093743	0.111595697300125	-0.276782703637305	TRUE		1246	1246	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Equus_zebra	Equus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Equus	0.355769355153725	0.026872329187607	-0.328897025966118	TRUE		1246	1246	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Erethizon_dorsatum	Erethizon	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Erethizon	0.0687898561668735	0.0819791532019495	0.013189297035076	TRUE		1227	1227	65	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Erignathus_barbatus	Erignathus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	15	Erignathus	0.389856667960942	0.176128205285967	-0.213728462674975	TRUE		1221	1221	68	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Erythrocebus_patas	Erythrocebus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Erythrocebus	0.0196690679233167	0.0310999285505966	0.0114308606272799	TRUE		1238	1238	93	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eschrichtius_robustus	Eschrichtius	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Eschrichtius	0.997043120587889	0.953107167040454	-0.043935953547435	TRUE		1202	1202	65	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eubalaena_australis	Eubalaena	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Eubalaena	0.999713147013882	0.604412427652208	-0.395300719361674	TRUE		1138	1138	56	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eubalaena_glacialis	Eubalaena	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Eubalaena	0.824237561711039	0.282212136852917	-0.542025424858122	TRUE		1138	1138	56	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eubalaena_japonica	Eubalaena	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Eubalaena	0.284609725546586	0.999999999985435	0.715390274438849	TRUE		1138	1138	56	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eudorcas_thomsonii	Eudorcas	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Eudorcas	0.0233822505554203	0.0387843331772277	0.0154020826218074	TRUE		1225	1225	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eulemur_flavifrons	Eulemur	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Eulemur	0.0793832978296251	0.0801764814563865	0.000793183626761451	TRUE		1224	1224	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Eumetopias_jubatus	Eumetopias	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	14	Eumetopias	0.84496438890296	0.730951693841566	-0.114012695061394	TRUE		1202	1202	75	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Felis_nigripes	Felis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Felis	0.194853291377654	0.0972546963193371	-0.0975985950583169	TRUE		1224	1224	89	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Galeopterus_variegatus	Galeopterus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Galeopterus	0.0177490766469878	0.098560219285809	0.0808111426388212	TRUE		1217	1217	66	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Giraffa_camelopardalis	Giraffa	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Giraffa	0.00422866581153743	0.00453331321056663	0.000304647399029198	TRUE		1297	1297	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Giraffa_tippelskirchi	Giraffa	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Giraffa	2.45216874413802e-05	0.000388304470422996	0.000363782782981616	TRUE		1297	1297	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Glis_glis	Glis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Glis	0.000578535862688642	0.000577686300248363	-8.49562440279278e-07	TRUE		1215	1215	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Globicephala_melas	Globicephala	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Globicephala	0.999549710783248	0.980525896316609	-0.0190238144666391	TRUE		1224	1224	69	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Gorilla_gorilla_gorilla	Gorilla	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Gorilla	0.0405685631282781	0.0423457148643086	0.00177715173603046	TRUE		1238	1238	94	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Grammomys_surdaster	Grammomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Grammomys	0.0620653246923853	0.0969786827573331	0.0349133580649478	TRUE		1213	1213	65	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Grampus_griseus	Grampus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Grampus	0.992658656758785	0.999963755594664	0.00730509883587915	TRUE		1196	1196	92	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Halichoerus_grypus	Halichoerus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	15	Halichoerus	0.987130380062978	0.75305076126366	-0.234079618799318	TRUE		1224	1224	82	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Helarctos_malayanus	Helarctos	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Helarctos	0.983499000487784	0.984970783363033	0.00147178287524918	TRUE		1230	1230	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Helogale_parvula	Helogale	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Helogale	0.00429322682325804	0.0124798551013195	0.00818662827806151	TRUE		1217	1217	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hemitragus_hylocrius	Hemitragus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Hemitragus	0.0312589461693888	0.035279676283023	0.00402073011363421	TRUE		1223	1223	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Heterocephalus_glaber	Heterocephalus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Heterocephalus	0.0216605741881056	0.031339574015266	0.00967899982716039	TRUE		1217	1217	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Heterohyrax_brucei	Heterohyrax	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Heterohyrax	0.0724167800274343	0.0723716465971197	-4.51334303145923e-05	TRUE		1227	1227	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hippopotamus_amphibius	Hippopotamus	binary_aquatic_dependence_nested_ttest_baseline	non-marine aquatic	0	1	11	Hippopotamus	0.0693969885960714	0.101105364990154	0.0317083763940822	TRUE		1241	1241	81	fit_nonzero_predictors	Binary aquatic-dependence model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hipposideros_galeritus	Hipposideros	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Hipposideros	0.00378597430514285	0.00823841824298746	0.00445244393784461	TRUE		1217	1217	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hippotragus_equinus	Hippotragus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Hippotragus	0.000488023680825355	0.00050119614267051	1.31724618451552e-05	TRUE		1235	1235	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Hippotragus_niger_niger	Hippotragus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Hippotragus	0.268843056226753	0.282200608235638	0.0133575520088846	TRUE		1235	1235	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Homo_sapiens	Homo	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Homo	0.233140200412219	0.32105422915257	0.0879140287403509	TRUE		1227	1227	105	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
